"","trial_no","condition","block_no","id","closeness"
"666",7,"control","block 1","md_as_38",59
"667",7,"control","block 1","md_as_40",11
"668",7,"control","block 1","md_as_41",88
"669",7,"control","block 1","md_as_42",65
"670",7,"control","block 1","md_as_47",49
"671",7,"control","block 1","md_as_48",40
"672",7,"control","block 1","md_as_49",55
"673",7,"control","block 1","md_as_50",61
"674",7,"control","block 1","md_as_52",40
"675",7,"control","block 1","md_as_53",50
"676",7,"control","block 2","md_as_12",45
"677",7,"control","block 2","md_as_13",44
"678",7,"control","block 2","md_as_14",10
"679",7,"control","block 2","md_as_15",35
"680",7,"control","block 2","md_as_16",19
"681",7,"control","block 2","md_as_17",60
"682",7,"control","block 2","md_as_19",26
"683",7,"control","block 2","md_as_21",53
"684",7,"control","block 2","md_as_22",40
"685",7,"control","block 2","md_as_30",51
"686",7,"control","block 2","md_as_31",75
"687",7,"control","block 2","md_as_32",57
"688",7,"control","block 2","md_as_33",84
"689",7,"control","block 2","md_as_34",32
"690",7,"control","block 2","md_as_35",40
"691",7,"control","block 2","md_as_36",35
"692",7,"control","block 2","md_as_37",11
"693",7,"control","block 2","md_as_38",44
"694",7,"control","block 2","md_as_40",27
"695",7,"control","block 2","md_as_41",70
"696",7,"control","block 2","md_as_42",56
"697",7,"control","block 2","md_as_47",48
"698",7,"control","block 2","md_as_48",30
"699",7,"control","block 2","md_as_49",64
"700",7,"control","block 2","md_as_50",44
"701",7,"control","block 2","md_as_52",54
"702",7,"control","block 2","md_as_53",39
"703",7,"treatment","block 1","md_as_12",46
"704",7,"treatment","block 1","md_as_13",61
"705",7,"treatment","block 1","md_as_14",48
"706",7,"treatment","block 1","md_as_15",37
"707",7,"treatment","block 1","md_as_16",24
"708",7,"treatment","block 1","md_as_17",66
"709",7,"treatment","block 1","md_as_19",3
"710",7,"treatment","block 1","md_as_21",77
"711",7,"treatment","block 1","md_as_22",73
"712",7,"treatment","block 1","md_as_30",76
"713",7,"treatment","block 1","md_as_31",70
"714",7,"treatment","block 1","md_as_32",75
"715",7,"treatment","block 1","md_as_33",99
"716",7,"treatment","block 1","md_as_34",56
"717",7,"treatment","block 1","md_as_35",76
"718",7,"treatment","block 1","md_as_36",60
"719",7,"treatment","block 1","md_as_37",37
"720",7,"treatment","block 1","md_as_38",69
"721",7,"treatment","block 1","md_as_40",48
"722",7,"treatment","block 1","md_as_41",96
"723",7,"treatment","block 1","md_as_42",61
"724",7,"treatment","block 1","md_as_47",48
"725",7,"treatment","block 1","md_as_48",59
"726",7,"treatment","block 1","md_as_49",82
"727",7,"treatment","block 1","md_as_50",80
"728",7,"treatment","block 1","md_as_52",96
"729",7,"treatment","block 1","md_as_53",77
"730",7,"treatment","block 2","md_as_12",46
"731",7,"treatment","block 2","md_as_13",32
"732",7,"treatment","block 2","md_as_14",0
"733",7,"treatment","block 2","md_as_15",69
"734",7,"treatment","block 2","md_as_16",27
"735",7,"treatment","block 2","md_as_17",46
"736",7,"treatment","block 2","md_as_19",39
"737",7,"treatment","block 2","md_as_21",30
"738",7,"treatment","block 2","md_as_22",34
"739",7,"treatment","block 2","md_as_30",19
"740",7,"treatment","block 2","md_as_31",0
"741",7,"treatment","block 2","md_as_32",57
"742",7,"treatment","block 2","md_as_33",48
"743",7,"treatment","block 2","md_as_34",39
"744",7,"treatment","block 2","md_as_35",28
"745",7,"treatment","block 2","md_as_36",15
"746",7,"treatment","block 2","md_as_37",0
"747",7,"treatment","block 2","md_as_38",49
"748",7,"treatment","block 2","md_as_40",30
"749",7,"treatment","block 2","md_as_41",96
"750",7,"treatment","block 2","md_as_42",55
"751",7,"treatment","block 2","md_as_47",17
"752",7,"treatment","block 2","md_as_48",30
"753",7,"treatment","block 2","md_as_49",24
"754",7,"treatment","block 2","md_as_50",33
"755",7,"treatment","block 2","md_as_52",31
"756",7,"treatment","block 2","md_as_53",50
"757",8,"control","block 1","md_as_12",51
"758",8,"control","block 1","md_as_13",45
"759",8,"control","block 1","md_as_14",11
"760",8,"control","block 1","md_as_15",66
"761",8,"control","block 1","md_as_16",26
"762",8,"control","block 1","md_as_17",51
"763",8,"control","block 1","md_as_19",29
"764",8,"control","block 1","md_as_21",68
"765",8,"control","block 1","md_as_22",50
"766",8,"control","block 1","md_as_30",76
"767",8,"control","block 1","md_as_31",59
"768",8,"control","block 1","md_as_32",64
"769",8,"control","block 1","md_as_33",89
"770",8,"control","block 1","md_as_34",52
"771",8,"control","block 1","md_as_35",52
"772",8,"control","block 1","md_as_36",27
"773",8,"control","block 1","md_as_37",52
"774",8,"control","block 1","md_as_38",68
"775",8,"control","block 1","md_as_40",25
"776",8,"control","block 1","md_as_41",84
"777",8,"control","block 1","md_as_42",62
"778",8,"control","block 1","md_as_47",51
"779",8,"control","block 1","md_as_48",47
"780",8,"control","block 1","md_as_49",67
"781",8,"control","block 1","md_as_50",65
"782",8,"control","block 1","md_as_52",65
"783",8,"control","block 1","md_as_53",52
"784",8,"control","block 2","md_as_12",43
"785",8,"control","block 2","md_as_13",53
"786",8,"control","block 2","md_as_14",14
"787",8,"control","block 2","md_as_15",84
"788",8,"control","block 2","md_as_16",15
"789",8,"control","block 2","md_as_17",57
"790",8,"control","block 2","md_as_19",23
"791",8,"control","block 2","md_as_21",65
"792",8,"control","block 2","md_as_22",51
"793",8,"control","block 2","md_as_30",79
"794",8,"control","block 2","md_as_31",77
"795",8,"control","block 2","md_as_32",69
"796",8,"control","block 2","md_as_33",83
"797",8,"control","block 2","md_as_34",44
"798",8,"control","block 2","md_as_35",63
"799",8,"control","block 2","md_as_36",35
"800",8,"control","block 2","md_as_37",5
"801",8,"control","block 2","md_as_38",75
"802",8,"control","block 2","md_as_40",31
"803",8,"control","block 2","md_as_41",89
"804",8,"control","block 2","md_as_42",53
"805",8,"control","block 2","md_as_47",62
"806",8,"control","block 2","md_as_48",40
"807",8,"control","block 2","md_as_49",75
"808",8,"control","block 2","md_as_50",48
"809",8,"control","block 2","md_as_52",60
"810",8,"control","block 2","md_as_53",37
"811",8,"treatment","block 1","md_as_12",45
"812",8,"treatment","block 1","md_as_13",63
"813",8,"treatment","block 1","md_as_14",45
"814",8,"treatment","block 1","md_as_15",68
"815",8,"treatment","block 1","md_as_16",20
"816",8,"treatment","block 1","md_as_17",76
"817",8,"treatment","block 1","md_as_19",42
"818",8,"treatment","block 1","md_as_21",88
"819",8,"treatment","block 1","md_as_22",66
"820",8,"treatment","block 1","md_as_30",74
"821",8,"treatment","block 1","md_as_31",71
"822",8,"treatment","block 1","md_as_32",80
"823",8,"treatment","block 1","md_as_33",99
"824",8,"treatment","block 1","md_as_34",49
"825",8,"treatment","block 1","md_as_35",79
"826",8,"treatment","block 1","md_as_36",61
"827",8,"treatment","block 1","md_as_37",44
"828",8,"treatment","block 1","md_as_38",10
"829",8,"treatment","block 1","md_as_40",55
"830",8,"treatment","block 1","md_as_41",97
"831",8,"treatment","block 1","md_as_42",63
"832",8,"treatment","block 1","md_as_47",20
"833",8,"treatment","block 1","md_as_48",59
"834",8,"treatment","block 1","md_as_49",82
"835",8,"treatment","block 1","md_as_50",86
"836",8,"treatment","block 1","md_as_52",84
"837",8,"treatment","block 1","md_as_53",72
"838",8,"treatment","block 2","md_as_12",49
"839",8,"treatment","block 2","md_as_13",33
"840",8,"treatment","block 2","md_as_14",0
"841",8,"treatment","block 2","md_as_15",24
"842",8,"treatment","block 2","md_as_16",29
"843",8,"treatment","block 2","md_as_17",46
"844",8,"treatment","block 2","md_as_19",35
"845",8,"treatment","block 2","md_as_21",10
"846",8,"treatment","block 2","md_as_22",38
"847",8,"treatment","block 2","md_as_30",14
"848",8,"treatment","block 2","md_as_31",11
"849",8,"treatment","block 2","md_as_32",52
"850",8,"treatment","block 2","md_as_33",34
"851",8,"treatment","block 2","md_as_34",39
"852",8,"treatment","block 2","md_as_35",26
"853",8,"treatment","block 2","md_as_36",20
"854",8,"treatment","block 2","md_as_37",0
"855",8,"treatment","block 2","md_as_38",45
"856",8,"treatment","block 2","md_as_40",29
"857",8,"treatment","block 2","md_as_41",96
"858",8,"treatment","block 2","md_as_42",53
"859",8,"treatment","block 2","md_as_47",16
"860",8,"treatment","block 2","md_as_48",30
"861",8,"treatment","block 2","md_as_49",21
"862",8,"treatment","block 2","md_as_50",32
"863",8,"treatment","block 2","md_as_52",38
"864",8,"treatment","block 2","md_as_53",48
"865",9,"control","block 1","md_as_12",45
"866",9,"control","block 1","md_as_13",25
"867",9,"control","block 1","md_as_14",23
"868",9,"control","block 1","md_as_15",0
"869",9,"control","block 1","md_as_16",27
"870",9,"control","block 1","md_as_17",37
"871",9,"control","block 1","md_as_19",30
"872",9,"control","block 1","md_as_21",60
"873",9,"control","block 1","md_as_22",10
"874",9,"control","block 1","md_as_30",79
"875",9,"control","block 1","md_as_31",59
"876",9,"control","block 1","md_as_32",46
"877",9,"control","block 1","md_as_33",75
"878",9,"control","block 1","md_as_34",42
"879",9,"control","block 1","md_as_35",40
"880",9,"control","block 1","md_as_36",39
"881",9,"control","block 1","md_as_37",28
"882",9,"control","block 1","md_as_38",35
"883",9,"control","block 1","md_as_40",29
"884",9,"control","block 1","md_as_41",97
"885",9,"control","block 1","md_as_42",63
"886",9,"control","block 1","md_as_47",45
"887",9,"control","block 1","md_as_48",43
"888",9,"control","block 1","md_as_49",46
"889",9,"control","block 1","md_as_50",60
"890",9,"control","block 1","md_as_52",13
"891",9,"control","block 1","md_as_53",51
"892",9,"control","block 2","md_as_12",41
"893",9,"control","block 2","md_as_13",41
"894",9,"control","block 2","md_as_14",10
"895",9,"control","block 2","md_as_15",90
"896",9,"control","block 2","md_as_16",17
"897",9,"control","block 2","md_as_17",51
"898",9,"control","block 2","md_as_19",27
"899",9,"control","block 2","md_as_21",37
"900",9,"control","block 2","md_as_22",40
"901",9,"control","block 2","md_as_30",65
"902",9,"control","block 2","md_as_31",76
"903",9,"control","block 2","md_as_32",48
"904",9,"control","block 2","md_as_33",79
"905",9,"control","block 2","md_as_34",41
"906",9,"control","block 2","md_as_35",32
"907",9,"control","block 2","md_as_36",34
"908",9,"control","block 2","md_as_37",7
"909",9,"control","block 2","md_as_38",46
"910",9,"control","block 2","md_as_40",40
"911",9,"control","block 2","md_as_41",89
"912",9,"control","block 2","md_as_42",52
"913",9,"control","block 2","md_as_47",45
"914",9,"control","block 2","md_as_48",34
"915",9,"control","block 2","md_as_49",60
"916",9,"control","block 2","md_as_50",35
"917",9,"control","block 2","md_as_52",30
"918",9,"control","block 2","md_as_53",31
"919",9,"treatment","block 1","md_as_12",52
"920",9,"treatment","block 1","md_as_13",60
"921",9,"treatment","block 1","md_as_14",44
"922",9,"treatment","block 1","md_as_15",88
"923",9,"treatment","block 1","md_as_16",24
"924",9,"treatment","block 1","md_as_17",71
"925",9,"treatment","block 1","md_as_19",49
"926",9,"treatment","block 1","md_as_21",90
"927",9,"treatment","block 1","md_as_22",72
"928",9,"treatment","block 1","md_as_30",80
"929",9,"treatment","block 1","md_as_31",77
"930",9,"treatment","block 1","md_as_32",78
"931",9,"treatment","block 1","md_as_33",98
"932",9,"treatment","block 1","md_as_34",70
"933",9,"treatment","block 1","md_as_35",90
"934",9,"treatment","block 1","md_as_36",67
"935",9,"treatment","block 1","md_as_37",53
"936",9,"treatment","block 1","md_as_38",65
"937",9,"treatment","block 1","md_as_40",41
"938",9,"treatment","block 1","md_as_41",99
"939",9,"treatment","block 1","md_as_42",62
"940",9,"treatment","block 1","md_as_47",29
"941",9,"treatment","block 1","md_as_48",56
"942",9,"treatment","block 1","md_as_49",68
"943",9,"treatment","block 1","md_as_50",66
"944",9,"treatment","block 1","md_as_52",62
"945",9,"treatment","block 1","md_as_53",61
"946",9,"treatment","block 2","md_as_12",42
"947",9,"treatment","block 2","md_as_13",28
"948",9,"treatment","block 2","md_as_14",0
"949",9,"treatment","block 2","md_as_15",25
"950",9,"treatment","block 2","md_as_16",12
"951",9,"treatment","block 2","md_as_17",48
"952",9,"treatment","block 2","md_as_19",38
"953",9,"treatment","block 2","md_as_21",0
"954",9,"treatment","block 2","md_as_22",26
"955",9,"treatment","block 2","md_as_30",6
"956",9,"treatment","block 2","md_as_31",22
"957",9,"treatment","block 2","md_as_32",62
"958",9,"treatment","block 2","md_as_33",30
"959",9,"treatment","block 2","md_as_34",45
"960",9,"treatment","block 2","md_as_35",22
"961",9,"treatment","block 2","md_as_36",11
"962",9,"treatment","block 2","md_as_37",3
"963",9,"treatment","block 2","md_as_38",39
"964",9,"treatment","block 2","md_as_40",50
"965",9,"treatment","block 2","md_as_41",95
"966",9,"treatment","block 2","md_as_42",46
"967",9,"treatment","block 2","md_as_47",19
"968",9,"treatment","block 2","md_as_48",47
"969",9,"treatment","block 2","md_as_49",44
"970",9,"treatment","block 2","md_as_50",40
"971",9,"treatment","block 2","md_as_52",56
"972",9,"treatment","block 2","md_as_53",53
"973",10,"control","block 1","md_as_12",47
"974",10,"control","block 1","md_as_13",35
"975",10,"control","block 1","md_as_14",20
"976",10,"control","block 1","md_as_15",86
"977",10,"control","block 1","md_as_16",25
"978",10,"control","block 1","md_as_17",47
"979",10,"control","block 1","md_as_19",40
"980",10,"control","block 1","md_as_21",68
"981",10,"control","block 1","md_as_22",52
"982",10,"control","block 1","md_as_30",74
"983",10,"control","block 1","md_as_31",70
"984",10,"control","block 1","md_as_32",66
"985",10,"control","block 1","md_as_33",87
"986",10,"control","block 1","md_as_34",55
"987",10,"control","block 1","md_as_35",54
"988",10,"control","block 1","md_as_36",52
"989",10,"control","block 1","md_as_37",31
"990",10,"control","block 1","md_as_38",64
"991",10,"control","block 1","md_as_40",37
"992",10,"control","block 1","md_as_41",76
"993",10,"control","block 1","md_as_42",63
"994",10,"control","block 1","md_as_47",54
"995",10,"control","block 1","md_as_48",41
"996",10,"control","block 1","md_as_49",54
"997",10,"control","block 1","md_as_50",67
"998",10,"control","block 1","md_as_52",68
"999",10,"control","block 1","md_as_53",52
"1000",10,"control","block 2","md_as_12",46
"1001",10,"control","block 2","md_as_13",52
"1002",10,"control","block 2","md_as_14",41
"1003",10,"control","block 2","md_as_15",30
"1004",10,"control","block 2","md_as_16",15
"1005",10,"control","block 2","md_as_17",63
"1006",10,"control","block 2","md_as_19",29
"1007",10,"control","block 2","md_as_21",70
"1008",10,"control","block 2","md_as_22",30
"1009",10,"control","block 2","md_as_30",73
"1010",10,"control","block 2","md_as_31",79
"1011",10,"control","block 2","md_as_32",53
"1012",10,"control","block 2","md_as_33",95
"1013",10,"control","block 2","md_as_34",40
"1014",10,"control","block 2","md_as_35",30
"1015",10,"control","block 2","md_as_36",33
"1016",10,"control","block 2","md_as_37",9
"1017",10,"control","block 2","md_as_38",77
"1018",10,"control","block 2","md_as_40",42
"1019",10,"control","block 2","md_as_41",96
"1020",10,"control","block 2","md_as_42",52
"1021",10,"control","block 2","md_as_47",47
"1022",10,"control","block 2","md_as_48",31
"1023",10,"control","block 2","md_as_49",67
"1024",10,"control","block 2","md_as_50",46
"1025",10,"control","block 2","md_as_52",70
"1026",10,"control","block 2","md_as_53",37
"1027",10,"treatment","block 1","md_as_12",47
"1028",10,"treatment","block 1","md_as_13",35
"1029",10,"treatment","block 1","md_as_14",40
"1030",10,"treatment","block 1","md_as_15",50
"1031",10,"treatment","block 1","md_as_16",15
"1032",10,"treatment","block 1","md_as_17",46
"1033",10,"treatment","block 1","md_as_19",45
"1034",10,"treatment","block 1","md_as_21",80
"1035",10,"treatment","block 1","md_as_22",40
"1036",10,"treatment","block 1","md_as_30",44
"1037",10,"treatment","block 1","md_as_31",69
"1038",10,"treatment","block 1","md_as_32",75
"1039",10,"treatment","block 1","md_as_33",85
"1040",10,"treatment","block 1","md_as_34",58
"1041",10,"treatment","block 1","md_as_35",80
"1042",10,"treatment","block 1","md_as_36",30
"1043",10,"treatment","block 1","md_as_37",47
"1044",10,"treatment","block 1","md_as_38",64
"1045",10,"treatment","block 1","md_as_40",44
"1046",10,"treatment","block 1","md_as_41",100
"1047",10,"treatment","block 1","md_as_42",59
"1048",10,"treatment","block 1","md_as_47",47
"1049",10,"treatment","block 1","md_as_48",51
"1050",10,"treatment","block 1","md_as_49",79
"1051",10,"treatment","block 1","md_as_50",82
"1052",10,"treatment","block 1","md_as_52",66
"1053",10,"treatment","block 1","md_as_53",58
"1054",10,"treatment","block 2","md_as_12",35
"1055",10,"treatment","block 2","md_as_13",10
"1056",10,"treatment","block 2","md_as_14",0
"1057",10,"treatment","block 2","md_as_15",23
"1058",10,"treatment","block 2","md_as_16",19
"1059",10,"treatment","block 2","md_as_17",43
"1060",10,"treatment","block 2","md_as_19",36
"1061",10,"treatment","block 2","md_as_21",46
"1062",10,"treatment","block 2","md_as_22",58
"1063",10,"treatment","block 2","md_as_30",20
"1064",10,"treatment","block 2","md_as_31",47
"1065",10,"treatment","block 2","md_as_32",51
"1066",10,"treatment","block 2","md_as_33",56
"1067",10,"treatment","block 2","md_as_34",42
"1068",10,"treatment","block 2","md_as_35",14
"1069",10,"treatment","block 2","md_as_36",16
"1070",10,"treatment","block 2","md_as_37",0
"1071",10,"treatment","block 2","md_as_38",66
"1072",10,"treatment","block 2","md_as_40",35
"1073",10,"treatment","block 2","md_as_41",100
"1074",10,"treatment","block 2","md_as_42",52
"1075",10,"treatment","block 2","md_as_47",9
"1076",10,"treatment","block 2","md_as_48",44
"1077",10,"treatment","block 2","md_as_49",38
"1078",10,"treatment","block 2","md_as_50",32
"1079",10,"treatment","block 2","md_as_52",52
"1080",10,"treatment","block 2","md_as_53",51
"1081",11,"control","block 1","md_as_12",50
"1082",11,"control","block 1","md_as_13",16
"1083",11,"control","block 1","md_as_14",0
"1084",11,"control","block 1","md_as_15",55
"1085",11,"control","block 1","md_as_16",23
"1086",11,"control","block 1","md_as_17",54
"1087",11,"control","block 1","md_as_19",29
"1088",11,"control","block 1","md_as_21",51
"1089",11,"control","block 1","md_as_22",38
"1090",11,"control","block 1","md_as_30",58
"1091",11,"control","block 1","md_as_31",78
"1092",11,"control","block 1","md_as_32",43
"1093",11,"control","block 1","md_as_33",81
"1094",11,"control","block 1","md_as_34",53
"1095",11,"control","block 1","md_as_35",40
"1096",11,"control","block 1","md_as_36",42
"1097",11,"control","block 1","md_as_37",10
"1098",11,"control","block 1","md_as_38",44
"1099",11,"control","block 1","md_as_40",29
"1100",11,"control","block 1","md_as_41",91
"1101",11,"control","block 1","md_as_42",60
"1102",11,"control","block 1","md_as_47",50
"1103",11,"control","block 1","md_as_48",30
"1104",11,"control","block 1","md_as_49",51
"1105",11,"control","block 1","md_as_50",49
"1106",11,"control","block 1","md_as_52",44
"1107",11,"control","block 1","md_as_53",44
"1108",11,"control","block 2","md_as_12",42
"1109",11,"control","block 2","md_as_13",39
"1110",11,"control","block 2","md_as_14",29
"1111",11,"control","block 2","md_as_15",61
"1112",11,"control","block 2","md_as_16",11
"1113",11,"control","block 2","md_as_17",50
"1114",11,"control","block 2","md_as_19",25
"1115",11,"control","block 2","md_as_21",49
"1116",11,"control","block 2","md_as_22",28
"1117",11,"control","block 2","md_as_30",61
"1118",11,"control","block 2","md_as_31",71
"1119",11,"control","block 2","md_as_32",51
"1120",11,"control","block 2","md_as_33",74
"1121",11,"control","block 2","md_as_34",38
"1122",11,"control","block 2","md_as_35",45
"1123",11,"control","block 2","md_as_36",33
"1124",11,"control","block 2","md_as_37",6
"1125",11,"control","block 2","md_as_38",52
"1126",11,"control","block 2","md_as_40",27
"1127",11,"control","block 2","md_as_41",96
"1128",11,"control","block 2","md_as_42",55
"1129",11,"control","block 2","md_as_47",55
"1130",11,"control","block 2","md_as_48",35
"1131",11,"control","block 2","md_as_49",51
"1132",11,"control","block 2","md_as_50",37
"1133",11,"control","block 2","md_as_52",68
"1134",11,"control","block 2","md_as_53",35
"1135",11,"treatment","block 1","md_as_12",42
"1136",11,"treatment","block 1","md_as_13",41
"1137",11,"treatment","block 1","md_as_14",37
"1138",11,"treatment","block 1","md_as_15",44
"1139",11,"treatment","block 1","md_as_16",22
"1140",11,"treatment","block 1","md_as_17",60
"1141",11,"treatment","block 1","md_as_19",45
"1142",11,"treatment","block 1","md_as_21",85
"1143",11,"treatment","block 1","md_as_22",54
"1144",11,"treatment","block 1","md_as_30",41
"1145",11,"treatment","block 1","md_as_31",67
"1146",11,"treatment","block 1","md_as_32",79
"1147",11,"treatment","block 1","md_as_33",10
"1148",11,"treatment","block 1","md_as_34",60
"1149",11,"treatment","block 1","md_as_35",79
"1150",11,"treatment","block 1","md_as_36",59
"1151",11,"treatment","block 1","md_as_37",48
"1152",11,"treatment","block 1","md_as_38",64
"1153",11,"treatment","block 1","md_as_40",47
"1154",11,"treatment","block 1","md_as_41",100
"1155",11,"treatment","block 1","md_as_42",59
"1156",11,"treatment","block 1","md_as_47",52
"1157",11,"treatment","block 1","md_as_48",56
"1158",11,"treatment","block 1","md_as_49",30
"1159",11,"treatment","block 1","md_as_50",86
"1160",11,"treatment","block 1","md_as_52",73
"1161",11,"treatment","block 1","md_as_53",65
"1162",11,"treatment","block 2","md_as_12",43
"1163",11,"treatment","block 2","md_as_13",26
"1164",11,"treatment","block 2","md_as_14",0
"1165",11,"treatment","block 2","md_as_15",32
"1166",11,"treatment","block 2","md_as_16",22
"1167",11,"treatment","block 2","md_as_17",40
"1168",11,"treatment","block 2","md_as_19",40
"1169",11,"treatment","block 2","md_as_21",35
"1170",11,"treatment","block 2","md_as_22",44
"1171",11,"treatment","block 2","md_as_30",19
"1172",11,"treatment","block 2","md_as_31",22
"1173",11,"treatment","block 2","md_as_32",41
"1174",11,"treatment","block 2","md_as_33",30
"1175",11,"treatment","block 2","md_as_34",41
"1176",11,"treatment","block 2","md_as_35",12
"1177",11,"treatment","block 2","md_as_36",10
"1178",11,"treatment","block 2","md_as_37",0
"1179",11,"treatment","block 2","md_as_38",54
"1180",11,"treatment","block 2","md_as_40",32
"1181",11,"treatment","block 2","md_as_41",94
"1182",11,"treatment","block 2","md_as_42",54
"1183",11,"treatment","block 2","md_as_47",6
"1184",11,"treatment","block 2","md_as_48",20
"1185",11,"treatment","block 2","md_as_49",23
"1186",11,"treatment","block 2","md_as_50",14
"1187",11,"treatment","block 2","md_as_52",22
"1188",11,"treatment","block 2","md_as_53",51
"1189",12,"control","block 1","md_as_12",48
"1190",12,"control","block 1","md_as_13",46
"1191",12,"control","block 1","md_as_14",19
"1192",12,"control","block 1","md_as_15",58
"1193",12,"control","block 1","md_as_16",20
"1194",12,"control","block 1","md_as_17",46
"1195",12,"control","block 1","md_as_19",26
"1196",12,"control","block 1","md_as_21",66
"1197",12,"control","block 1","md_as_22",54
"1198",12,"control","block 1","md_as_30",52
"1199",12,"control","block 1","md_as_31",78
"1200",12,"control","block 1","md_as_32",42
"1201",12,"control","block 1","md_as_33",80
"1202",12,"control","block 1","md_as_34",49
"1203",12,"control","block 1","md_as_35",50
"1204",12,"control","block 1","md_as_36",37
"1205",12,"control","block 1","md_as_37",10
"1206",12,"control","block 1","md_as_38",70
"1207",12,"control","block 1","md_as_40",24
"1208",12,"control","block 1","md_as_41",72
"1209",12,"control","block 1","md_as_42",61
"1210",12,"control","block 1","md_as_47",48
"1211",12,"control","block 1","md_as_48",40
"1212",12,"control","block 1","md_as_49",62
"1213",12,"control","block 1","md_as_50",59
"1214",12,"control","block 1","md_as_52",68
"1215",12,"control","block 1","md_as_53",49
"1216",12,"control","block 2","md_as_12",42
"1217",12,"control","block 2","md_as_13",42
"1218",12,"control","block 2","md_as_14",28
"1219",12,"control","block 2","md_as_15",46
"1220",12,"control","block 2","md_as_16",19
"1221",12,"control","block 2","md_as_17",58
"1222",12,"control","block 2","md_as_19",23
"1223",12,"control","block 2","md_as_21",66
"1224",12,"control","block 2","md_as_22",60
"1225",12,"control","block 2","md_as_30",46
"1226",12,"control","block 2","md_as_31",72
"1227",12,"control","block 2","md_as_32",63
"1228",12,"control","block 2","md_as_33",90
"1229",12,"control","block 2","md_as_34",27
"1230",12,"control","block 2","md_as_35",56
"1231",12,"control","block 2","md_as_36",32
"1232",12,"control","block 2","md_as_37",8
"1233",12,"control","block 2","md_as_38",71
"1234",12,"control","block 2","md_as_40",28
"1235",12,"control","block 2","md_as_41",85
"1236",12,"control","block 2","md_as_42",59
"1237",12,"control","block 2","md_as_47",54
"1238",12,"control","block 2","md_as_48",38
"1239",12,"control","block 2","md_as_49",68
"1240",12,"control","block 2","md_as_50",47
"1241",12,"control","block 2","md_as_52",75
"1242",12,"control","block 2","md_as_53",43
"1243",12,"treatment","block 1","md_as_12",48
"1244",12,"treatment","block 1","md_as_13",44
"1245",12,"treatment","block 1","md_as_14",55
"1246",12,"treatment","block 1","md_as_15",53
"1247",12,"treatment","block 1","md_as_16",17
"1248",12,"treatment","block 1","md_as_17",55
"1249",12,"treatment","block 1","md_as_19",30
"1250",12,"treatment","block 1","md_as_21",81
"1251",12,"treatment","block 1","md_as_22",49
"1252",12,"treatment","block 1","md_as_30",44
"1253",12,"treatment","block 1","md_as_31",62
"1254",12,"treatment","block 1","md_as_32",69
"1255",12,"treatment","block 1","md_as_33",79
"1256",12,"treatment","block 1","md_as_34",46
"1257",12,"treatment","block 1","md_as_35",71
"1258",12,"treatment","block 1","md_as_36",44
"1259",12,"treatment","block 1","md_as_37",44
"1260",12,"treatment","block 1","md_as_38",51
"1261",12,"treatment","block 1","md_as_40",61
"1262",12,"treatment","block 1","md_as_41",100
"1263",12,"treatment","block 1","md_as_42",53
"1264",12,"treatment","block 1","md_as_47",57
"1265",12,"treatment","block 1","md_as_48",50
"1266",12,"treatment","block 1","md_as_49",83
"1267",12,"treatment","block 1","md_as_50",87
"1268",12,"treatment","block 1","md_as_52",93
"1269",12,"treatment","block 1","md_as_53",70
"1270",12,"treatment","block 2","md_as_12",47
"1271",12,"treatment","block 2","md_as_13",31
"1272",12,"treatment","block 2","md_as_14",0
"1273",12,"treatment","block 2","md_as_15",66
"1274",12,"treatment","block 2","md_as_16",18
"1275",12,"treatment","block 2","md_as_17",46
"1276",12,"treatment","block 2","md_as_19",39
"1277",12,"treatment","block 2","md_as_21",53
"1278",12,"treatment","block 2","md_as_22",46
"1279",12,"treatment","block 2","md_as_30",37
"1280",12,"treatment","block 2","md_as_31",36
"1281",12,"treatment","block 2","md_as_32",60
"1282",12,"treatment","block 2","md_as_33",57
"1283",12,"treatment","block 2","md_as_34",49
"1284",12,"treatment","block 2","md_as_35",28
"1285",12,"treatment","block 2","md_as_36",38
"1286",12,"treatment","block 2","md_as_37",7
"1287",12,"treatment","block 2","md_as_38",74
"1288",12,"treatment","block 2","md_as_40",59
"1289",12,"treatment","block 2","md_as_41",89
"1290",12,"treatment","block 2","md_as_42",50
"1291",12,"treatment","block 2","md_as_47",5
"1292",12,"treatment","block 2","md_as_48",34
"1293",12,"treatment","block 2","md_as_49",38
"1294",12,"treatment","block 2","md_as_50",32
"1295",12,"treatment","block 2","md_as_52",46
"1296",12,"treatment","block 2","md_as_53",48
"1297",13,"control","block 1","md_as_12",47
"1298",13,"control","block 1","md_as_13",37
"1299",13,"control","block 1","md_as_14",15
"1300",13,"control","block 1","md_as_15",43
"1301",13,"control","block 1","md_as_16",20
"1302",13,"control","block 1","md_as_17",56
"1303",13,"control","block 1","md_as_19",29
"1304",13,"control","block 1","md_as_21",80
"1305",13,"control","block 1","md_as_22",54
"1306",13,"control","block 1","md_as_30",52
"1307",13,"control","block 1","md_as_31",78
"1308",13,"control","block 1","md_as_32",44
"1309",13,"control","block 1","md_as_33",79
"1310",13,"control","block 1","md_as_34",40
"1311",13,"control","block 1","md_as_35",40
"1312",13,"control","block 1","md_as_36",64
"1313",13,"control","block 1","md_as_37",11
"1314",13,"control","block 1","md_as_38",75
"1315",13,"control","block 1","md_as_40",37
